base_date,year,month,day,currency_code,jpy_krw_rate,jpy_krw_change_rate_7d,jpy_krw_change_rate_30d,jpy_krw_change_rate_90d,source_file
2011-11-16,2011,11,16,JPY,1461.84,2.68,-6.39,11.13,한국무역보험공사_환율_20230718.csv
2011-11-17,2011,11,17,JPY,1472.61,3.12,-5.17,12.41,한국무역보험공사_환율_20230718.csv
2011-11-18,2011,11,18,JPY,1477.98,2.93,-4.53,12.61,한국무역보험공사_환율_20230718.csv
2011-11-21,2011,11,21,JPY,1477.48,2.92,-3.82,12.0,한국무역보험공사_환율_20230718.csv
2011-11-22,2011,11,22,JPY,1481.35,1.4,-3.16,10.31,한국무역보험공사_환율_20230718.csv
2011-11-23,2011,11,23,JPY,1489.96,2.06,-1.84,10.66,한국무역보험공사_환율_20230718.csv
2011-11-24,2011,11,24,JPY,1486.48,2.27,-2.09,11.33,한국무역보험공사_환율_20230718.csv
2011-11-25,2011,11,25,JPY,1499.71,2.59,-0.41,12.17,한국무역보험공사_환율_20230718.csv
2011-11-28,2011,11,28,JPY,1495.49,1.55,-0.49,11.41,한국무역보험공사_환율_20230718.csv
2011-11-29,2011,11,29,JPY,1479.5,0.1,-0.81,10.52,한국무역보험공사_환율_20230718.csv
2011-11-30,2011,11,30,JPY,1475.69,-0.12,-1.2,10.25,한국무역보험공사_환율_20230718.csv
2011-12-01,2011,12,1,JPY,1469.75,-0.78,-0.75,9.3,한국무역보험공사_환율_20230718.csv
2011-12-02,2011,12,2,JPY,1449.68,-2.7,-2.19,8.06,한국무역보험공사_환율_20230718.csv
2011-12-05,2011,12,5,JPY,1444.94,-2.79,-4.16,7.26,한국무역보험공사_환율_20230718.csv
2011-12-06,2011,12,6,JPY,1451.8,-3.19,-2.81,7.44,한국무역보험공사_환율_20230718.csv
2011-12-07,2011,12,7,JPY,1455.11,-2.7,-1.79,8.0,한국무역보험공사_환율_20230718.csv
2011-12-08,2011,12,8,JPY,1450.94,-1.93,-2.16,7.22,한국무역보험공사_환율_20230718.csv
2011-12-09,2011,12,9,JPY,1456.69,-1.29,-1.63,6.88,한국무역보험공사_환율_20230718.csv
2011-12-12,2011,12,12,JPY,1471.75,0.14,0.94,8.57,한국무역보험공사_환율_20230718.csv
2011-12-13,2011,12,13,JPY,1469.17,1.34,4.12,8.06,한국무역보험공사_환율_20230718.csv
2011-12-14,2011,12,14,JPY,1482.04,2.57,4.31,7.97,한국무역보험공사_환율_20230718.csv
2011-12-15,2011,12,15,JPY,1483.83,2.21,2.89,11.2,한국무역보험공사_환율_20230718.csv
2011-12-16,2011,12,16,JPY,1491.27,2.49,2.88,9.15,한국무역보험공사_환율_20230718.csv
2011-12-19,2011,12,19,JPY,1486.22,2.43,4.39,7.39,한국무역보험공사_환율_20230718.csv
2011-12-20,2011,12,20,JPY,1499.07,2.91,4.98,5.75,한국무역보험공사_환율_20230718.csv
2011-12-21,2011,12,21,JPY,1499.36,1.88,4.42,6.46,한국무역보험공사_환율_20230718.csv
2011-12-22,2011,12,22,JPY,1474.19,0.34,2.69,4.34,한국무역보험공사_환율_20230718.csv
2011-12-23,2011,12,23,JPY,1478.89,-0.21,1.23,5.37,한국무역보험공사_환율_20230718.csv
2011-12-26,2011,12,26,JPY,1472.36,-0.77,0.85,5.68,한국무역보험공사_환율_20230718.csv
2011-12-27,2011,12,27,JPY,1474.17,-1.15,1.42,5.19,한국무역보험공사_환율_20230718.csv
2011-12-28,2011,12,28,JPY,1484.18,-0.14,1.53,6.11,한국무역보험공사_환율_20230718.csv
2011-12-29,2011,12,29,JPY,1484.99,-0.94,0.84,5.36,한국무역보험공사_환율_20230718.csv
2011-12-30,2011,12,30,JPY,1485.16,-0.95,0.49,5.36,한국무역보험공사_환율_20230718.csv
2012-01-02,2012,1,2,JPY,1494.69,1.39,1.16,6.12,한국무역보험공사_환율_20230718.csv
2012-01-03,2012,1,3,JPY,1502.21,1.58,1.41,7.19,한국무역보험공사_환율_20230718.csv
2012-01-04,2012,1,4,JPY,1499.54,1.85,0.64,7.0,한국무역보험공사_환율_20230718.csv
2012-01-05,2012,1,5,JPY,1495.28,1.43,0.59,5.84,한국무역보험공사_환율_20230718.csv
2012-01-06,2012,1,6,JPY,1490.61,0.43,-0.61,6.57,한국무역보험공사_환율_20230718.csv
2012-01-09,2012,1,9,JPY,1507.65,1.53,0.81,7.94,한국무역보험공사_환율_20230718.csv
2012-01-10,2012,1,10,JPY,1514.64,1.98,2.38,8.62,한국무역보험공사_환율_20230718.csv
2012-01-11,2012,1,11,JPY,1504.59,0.66,1.96,8.78,한국무역보험공사_환율_20230718.csv
2012-01-12,2012,1,12,JPY,1507.97,0.38,2.6,9.06,한국무역보험공사_환율_20230718.csv
2012-01-13,2012,1,13,JPY,1509.54,0.67,4.13,8.68,한국무역보험공사_환율_20230718.csv
2012-01-16,2012,1,16,JPY,1495.55,0.02,3.5,8.31,한국무역보험공사_환율_20230718.csv
2012-01-17,2012,1,17,JPY,1502.21,0.78,3.47,8.41,한국무역보험공사_환율_20230718.csv
2012-01-18,2012,1,18,JPY,1492.81,-0.98,2.59,7.87,한국무역보험공사_환율_20230718.csv
2012-01-19,2012,1,19,JPY,1488.31,-1.74,2.58,6.45,한국무역보험공사_환율_20230718.csv
2012-01-20,2012,1,20,JPY,1474.31,-2.01,1.21,2.74,한국무역보험공사_환율_20230718.csv
2012-01-25,2012,1,25,JPY,1460.36,-3.16,-0.77,1.15,한국무역보험공사_환율_20230718.csv
2012-01-26,2012,1,26,JPY,1449.36,-3.99,-1.35,0.71,한국무역보험공사_환율_20230718.csv
2012-01-27,2012,1,27,JPY,1447.79,-3.19,-2.31,-1.15,한국무역보험공사_환율_20230718.csv
2012-01-30,2012,1,30,JPY,1464.23,-2.53,-1.32,-2.69,한국무역보험공사_환율_20230718.csv
2012-01-31,2012,1,31,JPY,1473.09,-1.32,-1.22,-1.73,한국무역보험공사_환율_20230718.csv
2012-02-01,2012,2,1,JPY,1475.59,-0.85,-0.72,-4.38,한국무역보험공사_환율_20230718.csv
2012-02-02,2012,2,2,JPY,1478.31,0.27,-1.38,-4.5,한국무역보험공사_환율_20230718.csv
2012-02-03,2012,2,3,JPY,1467.94,0.52,-2.1,-5.34,한국무역보험공사_환율_20230718.csv
2012-02-06,2012,2,6,JPY,1461.66,0.85,-0.85,-4.78,한국무역보험공사_환율_20230718.csv
2012-02-07,2012,2,7,JPY,1462.87,1.04,-1.08,-4.51,한국무역보험공사_환율_20230718.csv
2012-02-08,2012,2,8,JPY,1460.67,-0.24,-0.79,-4.94,한국무역보험공사_환율_20230718.csv
2012-02-09,2012,2,9,JPY,1449.13,-1.63,-1.7,-5.8,한국무역보험공사_환율_20230718.csv
2012-02-10,2012,2,10,JPY,1439.92,-2.42,-2.98,-7.79,한국무역보험공사_환율_20230718.csv
2012-02-13,2012,2,13,JPY,1444.38,-2.3,-2.73,-6.99,한국무역보험공사_환율_20230718.csv
2012-02-14,2012,2,14,JPY,1450.23,-1.21,-2.35,-6.32,한국무역보험공사_환율_20230718.csv
2012-02-15,2012,2,15,JPY,1432.43,-2.0,-4.17,-6.76,한국무역보험공사_환율_20230718.csv
2012-02-16,2012,2,16,JPY,1432.53,-2.07,-4.64,-6.35,한국무역보험공사_환율_20230718.csv
2012-02-17,2012,2,17,JPY,1429.68,-2.12,-4.66,-5.81,한국무역보험공사_환율_20230718.csv
2012-02-20,2012,2,20,JPY,1408.49,-2.8,-5.8,-7.22,한국무역보험공사_환율_20230718.csv
2012-02-21,2012,2,21,JPY,1410.16,-2.07,-5.4,-6.35,한국무역보험공사_환율_20230718.csv
2012-02-22,2012,2,22,JPY,1409.78,-2.4,-6.49,-6.19,한국무역보험공사_환율_20230718.csv
2012-02-23,2012,2,23,JPY,1402.27,-3.31,-7.42,-5.98,한국무역보험공사_환율_20230718.csv
2012-02-24,2012,2,24,JPY,1410.38,-1.54,-6.26,-5.57,한국무역보험공사_환율_20230718.csv
2012-02-27,2012,2,27,JPY,1379.41,-3.71,-8.53,-6.85,한국무역보험공사_환율_20230718.csv
2012-02-28,2012,2,28,JPY,1401.57,-1.97,-7.15,-5.43,한국무역보험공사_환율_20230718.csv
2012-02-29,2012,2,29,JPY,1399.21,-0.66,-6.44,-7.19,한국무역보험공사_환율_20230718.csv
2012-03-02,2012,3,2,JPY,1380.45,-2.11,-8.11,-7.58,한국무역보험공사_환율_20230718.csv
2012-03-05,2012,3,5,JPY,1364.05,-3.24,-8.63,-7.94,한국무역보험공사_환율_20230718.csv
2012-03-06,2012,3,6,JPY,1371.76,-2.18,-7.83,-7.5,한국무역보험공사_환율_20230718.csv
2012-03-07,2012,3,7,JPY,1387.37,-1.63,-5.9,-6.31,한국무역보험공사_환율_20230718.csv
2012-03-08,2012,3,8,JPY,1388.22,0.64,-4.94,-4.79,한국무역보험공사_환율_20230718.csv
2012-03-09,2012,3,9,JPY,1372.98,-2.04,-5.27,-2.7,한국무역보험공사_환율_20230718.csv
2012-03-12,2012,3,12,JPY,1352.93,-3.31,-6.55,-4.78,한국무역보험공사_환율_20230718.csv
2012-03-13,2012,3,13,JPY,1363.01,-1.26,-6.91,-5.49,한국무역보험공사_환율_20230718.csv
2012-03-14,2012,3,14,JPY,1352.35,-0.86,-8.2,-6.7,한국무역보험공사_환율_20230718.csv
2012-03-15,2012,3,15,JPY,1341.21,-2.23,-9.11,-5.79,한국무역보험공사_환율_20230718.csv
2012-03-16,2012,3,16,JPY,1350.76,-2.64,-8.63,-5.41,한국무역보험공사_환율_20230718.csv
2012-03-19,2012,3,19,JPY,1346.18,-3.03,-8.29,-6.25,한국무역보험공사_환율_20230718.csv
2012-03-20,2012,3,20,JPY,1346.36,-1.94,-7.89,-6.21,한국무역보험공사_환율_20230718.csv
2012-03-21,2012,3,21,JPY,1342.22,-0.79,-8.25,-8.12,한국무역보험공사_환율_20230718.csv
2012-03-22,2012,3,22,JPY,1350.75,-0.9,-7.53,-7.48,한국무역보험공사_환율_20230718.csv
2012-03-23,2012,3,23,JPY,1368.07,1.16,-5.59,-5.88,한국무역보험공사_환율_20230718.csv
2012-03-26,2012,3,26,JPY,1374.72,2.5,-4.53,-5.96,한국무역보험공사_환율_20230718.csv
2012-03-27,2012,3,27,JPY,1373.52,1.68,-4.91,-6.73,한국무역보험공사_환율_20230718.csv
2012-03-28,2012,3,28,JPY,1367.25,1.57,-5.72,-7.49,한국무역보험공사_환율_20230718.csv
2012-03-29,2012,3,29,JPY,1370.78,1.81,-4.3,-7.22,한국무역보험공사_환율_20230718.csv
2012-03-30,2012,3,30,JPY,1380.74,2.87,-3.62,-6.79,한국무역보험공사_환율_20230718.csv
2012-04-02,2012,4,2,JPY,1368.73,1.33,-4.26,-8.14,한국무역보험공사_환율_20230718.csv
2012-04-03,2012,4,3,JPY,1372.55,0.33,-2.55,-7.66,한국무역보험공사_환율_20230718.csv
2012-04-04,2012,4,4,JPY,1357.26,-1.27,-3.75,-9.5,한국무역보험공사_환율_20230718.csv
2012-04-05,2012,4,5,JPY,1368.77,-0.35,-2.91,-8.47,한국무역보험공사_환율_20230718.csv
2012-04-06,2012,4,6,JPY,1371.92,0.34,-2.16,-7.27,한국무역보험공사_환율_20230718.csv
2012-04-09,2012,4,9,JPY,1389.32,1.35,-1.49,-5.85,한국무역보험공사_환율_20230718.csv
2012-04-10,2012,4,10,JPY,1394.63,1.01,1.1,-5.11,한국무역보험공사_환율_20230718.csv
2012-04-12,2012,4,12,JPY,1405.68,2.7,0.29,-3.04,한국무역보험공사_환율_20230718.csv
2012-04-13,2012,4,13,JPY,1411.9,2.87,0.91,-2.29,한국무역보험공사_환율_20230718.csv
2012-04-16,2012,4,16,JPY,1401.85,3.29,1.55,-3.44,한국무역보험공사_환율_20230718.csv
2012-04-17,2012,4,17,JPY,1415.31,3.4,3.76,-2.74,한국무역보험공사_환율_20230718.csv
2012-04-18,2012,4,18,JPY,1406.22,2.5,2.51,-3.08,한국무역보험공사_환율_20230718.csv
2012-04-19,2012,4,19,JPY,1397.77,0.61,0.75,-4.04,한국무역보험공사_환율_20230718.csv
2012-04-20,2012,4,20,JPY,1396.22,0.11,0.58,-5.13,한국무역보험공사_환율_20230718.csv
2012-04-23,2012,4,23,JPY,1396.36,-0.66,1.7,-4.96,한국무역보험공사_환율_20230718.csv
2012-04-24,2012,4,24,JPY,1403.36,-0.6,3.73,-5.31,한국무역보험공사_환율_20230718.csv
2012-04-25,2012,4,25,JPY,1402.74,0.06,2.91,-5.46,한국무역보험공사_환율_20230718.csv
2012-04-26,2012,4,26,JPY,1401.3,-0.99,3.62,-6.03,한국무역보험공사_환율_20230718.csv
2012-04-27,2012,4,27,JPY,1403.48,-0.19,4.64,-5.57,한국무역보험공사_환율_20230718.csv
2012-04-30,2012,4,30,JPY,1412.01,1.02,4.53,-5.81,한국무역보험공사_환율_20230718.csv
2012-05-02,2012,5,2,JPY,1411.68,1.11,4.87,-5.85,한국무역보험공사_환율_20230718.csv
2012-05-03,2012,5,3,JPY,1406.52,0.73,4.47,-4.59,한국무역보험공사_환율_20230718.csv
2012-05-04,2012,5,4,JPY,1408.19,0.34,4.91,-4.78,한국무역보험공사_환율_20230718.csv
2012-05-07,2012,5,7,JPY,1417.74,1.07,4.96,-3.71,한국무역보험공사_환율_20230718.csv
2012-05-08,2012,5,8,JPY,1425.32,1.71,4.18,-3.31,한국무역보험공사_환율_20230718.csv
2012-05-09,2012,5,9,JPY,1421.94,1.32,3.43,-4.19,한국무역보험공사_환율_20230718.csv
2012-05-10,2012,5,10,JPY,1431.17,1.36,4.2,-3.62,한국무역보험공사_환율_20230718.csv
2012-05-11,2012,5,11,JPY,1430.54,1.34,4.63,-3.68,한국무역보험공사_환율_20230718.csv
2012-05-14,2012,5,14,JPY,1432.4,1.84,4.5,-4.17,한국무역보험공사_환율_20230718.csv
2012-05-15,2012,5,15,JPY,1438.21,2.13,4.16,-4.26,한국무역보험공사_환율_20230718.csv
2012-05-16,2012,5,16,JPY,1438.04,1.43,5.06,-4.1,한국무역보험공사_환율_20230718.csv
2012-05-17,2012,5,17,JPY,1445.42,1.41,5.31,-3.33,한국무역보험공사_환율_20230718.csv
2012-05-18,2012,5,18,JPY,1465.17,3.04,7.95,-1.71,한국무역보험공사_환율_20230718.csv
2012-05-21,2012,5,21,JPY,1482.59,3.59,8.32,-1.66,한국무역보험공사_환율_20230718.csv
2012-05-22,2012,5,22,JPY,1470.51,2.79,7.19,-2.91,한국무역보험공사_환율_20230718.csv
2012-05-23,2012,5,23,JPY,1455.06,1.58,4.73,-3.29,한국무역보험공사_환율_20230718.csv
2012-05-24,2012,5,24,JPY,1473.84,2.48,5.68,-2.26,한국무역보험공사_환율_20230718.csv
2012-05-25,2012,5,25,JPY,1479.64,2.89,5.26,-1.98,한국무역보험공사_환율_20230718.csv
2012-05-29,2012,5,29,JPY,1483.38,2.63,5.06,-0.81,한국무역보험공사_환율_20230718.csv
2012-05-30,2012,5,30,JPY,1482.24,1.17,5.73,-1.33,한국무역보험공사_환율_20230718.csv
2012-05-31,2012,5,31,JPY,1489.1,0.44,5.21,-0.25,한국무역보험공사_환율_20230718.csv
2012-06-01,2012,6,1,JPY,1507.62,2.52,7.21,1.3,한국무역보험공사_환율_20230718.csv
2012-06-04,2012,6,4,JPY,1509.91,3.77,8.02,2.41,한국무역보험공사_환율_20230718.csv
2012-06-05,2012,6,5,JPY,1507.59,2.29,7.98,3.23,한국무역보험공사_환율_20230718.csv
2012-06-07,2012,6,7,JPY,1484.88,0.35,6.34,2.45,한국무역보험공사_환율_20230718.csv
2012-06-08,2012,6,8,JPY,1469.62,-0.93,4.72,1.51,한국무역보험공사_환율_20230718.csv
2012-06-11,2012,6,11,JPY,1475.47,-0.46,5.18,0.77,한국무역보험공사_환율_20230718.csv
2012-06-12,2012,6,12,JPY,1471.91,-1.15,5.04,-0.08,한국무역보험공사_환율_20230718.csv
2012-06-13,2012,6,13,JPY,1470.2,-2.48,4.75,-0.37,한국무역보험공사_환율_20230718.csv
2012-06-14,2012,6,14,JPY,1470.13,-2.63,4.12,-0.55,한국무역보험공사_환율_20230718.csv
2012-06-15,2012,6,15,JPY,1468.97,-2.56,4.06,0.07,한국무역보험공사_환율_20230718.csv
2012-06-18,2012,6,18,JPY,1471.93,-0.87,4.65,0.7,한국무역보험공사_환율_20230718.csv
2012-06-19,2012,6,19,JPY,1464.75,-0.33,4.02,0.13,한국무역보험공사_환율_20230718.csv
2012-06-20,2012,6,20,JPY,1465.24,-0.69,3.35,0.31,한국무역보험공사_환율_20230718.csv
2012-06-21,2012,6,21,JPY,1450.58,-1.45,1.77,0.1,한국무역보험공사_환율_20230718.csv
2012-06-22,2012,6,22,JPY,1433.77,-2.48,0.83,-0.43,한국무역보험공사_환율_20230718.csv
2012-06-25,2012,6,25,JPY,1437.34,-2.23,0.43,-0.49,한국무역보험공사_환율_20230718.csv
2012-06-26,2012,6,26,JPY,1457.28,-0.8,1.87,0.49,한국무역보험공사_환율_20230718.csv
2012-06-27,2012,6,27,JPY,1458.81,-0.89,1.84,1.84,한국무역보험공사_환율_20230718.csv
2012-06-28,2012,6,28,JPY,1451.73,-0.89,0.94,1.34,한국무역보험공사_환율_20230718.csv
2012-06-29,2012,6,29,JPY,1453.79,-0.78,1.1,1.69,한국무역보험공사_환율_20230718.csv
2012-07-02,2012,7,2,JPY,1441.86,-0.6,-0.25,2.37,한국무역보험공사_환율_20230718.csv
2012-07-03,2012,7,3,JPY,1439.34,0.39,-1.76,2.07,한국무역보험공사_환율_20230718.csv
2012-07-04,2012,7,4,JPY,1430.22,-0.5,-3.53,1.45,한국무역보험공사_환율_20230718.csv
2012-07-05,2012,7,5,JPY,1420.46,-2.53,-3.4,1.3,한국무역보험공사_환율_20230718.csv
2012-07-06,2012,7,6,JPY,1422.23,-2.51,-2.26,0.84,한국무역보험공사_환율_20230718.csv
2012-07-09,2012,7,9,JPY,1429.34,-1.54,-3.02,3.62,한국무역보험공사_환율_20230718.csv
2012-07-10,2012,7,10,JPY,1435.63,-1.25,-2.97,2.43,한국무역보험공사_환율_20230718.csv
2012-07-11,2012,7,11,JPY,1439.58,-0.16,-2.95,2.89,한국무역보험공사_환율_20230718.csv
2012-07-12,2012,7,12,JPY,1436.5,-0.2,-3.09,4.06,한국무역보험공사_환율_20230718.csv
2012-07-13,2012,7,13,JPY,1444.62,1.01,-2.99,5.91,한국무역보험공사_환율_20230718.csv
2012-07-16,2012,7,16,JPY,1454.43,2.39,-3.53,6.03,한국무역보험공사_환율_20230718.csv
2012-07-17,2012,7,17,JPY,1456.07,2.38,-3.57,4.95,한국무역보험공사_환율_20230718.csv
2012-07-18,2012,7,18,JPY,1444.73,1.08,-4.17,4.07,한국무역보험공사_환율_20230718.csv
2012-07-19,2012,7,19,JPY,1447.51,0.83,-2.52,5.43,한국무역보험공사_환율_20230718.csv
2012-07-20,2012,7,20,JPY,1446.3,0.47,-1.59,6.9,한국무역보험공사_환율_20230718.csv
2012-07-23,2012,7,23,JPY,1453.86,1.21,-1.46,6.67,한국무역보험공사_환율_20230718.csv
2012-07-24,2012,7,24,JPY,1464.75,1.39,-0.49,8.31,한국무역보험공사_환율_20230718.csv
2012-07-25,2012,7,25,JPY,1468.91,1.0,-0.09,9.52,한국무역보험공사_환율_20230718.csv
2012-07-26,2012,7,26,JPY,1472.96,1.16,0.19,9.05,한국무역보험공사_환율_20230718.csv
2012-07-27,2012,7,27,JPY,1465.98,1.47,-0.2,8.9,한국무역보험공사_환율_20230718.csv
2012-07-30,2012,7,30,JPY,1451.45,0.27,-1.39,7.81,한국무역보험공사_환율_20230718.csv
2012-07-31,2012,7,31,JPY,1453.59,0.5,-0.76,8.3,한국무역보험공사_환율_20230718.csv
2012-08-01,2012,8,1,JPY,1450.59,-0.22,-1.0,7.39,한국무역보험공사_환율_20230718.csv
2012-08-02,2012,8,2,JPY,1438.08,-1.82,-0.86,5.12,한국무역보험공사_환율_20230718.csv
2012-08-03,2012,8,3,JPY,1444.6,-1.65,0.76,5.08,한국무역보험공사_환율_20230718.csv
2012-08-05,2012,8,5,JPY,1444.6,-1.93,0.51,5.18,한국무역보험공사_환율_20230718.csv
2012-08-06,2012,8,6,JPY,1444.51,-1.46,-0.88,5.65,한국무역보험공사_환율_20230718.csv
2012-08-07,2012,8,7,JPY,1439.8,-0.8,-1.3,5.04,한국무역보험공사_환율_20230718.csv
2012-08-08,2012,8,8,JPY,1433.22,-1.4,-1.28,3.8,한국무역보험공사_환율_20230718.csv
2012-08-09,2012,8,9,JPY,1438.23,-0.85,-1.07,5.08,한국무역보험공사_환율_20230718.csv
2012-08-10,2012,8,10,JPY,1432.64,-0.38,-0.64,4.38,한국무역보험공사_환율_20230718.csv
2012-08-13,2012,8,13,JPY,1441.39,-0.22,0.14,6.2,한국무역보험공사_환율_20230718.csv
2012-08-14,2012,8,14,JPY,1444.05,-0.04,0.97,5.5,한국무역보험공사_환율_20230718.csv
2012-08-16,2012,8,16,JPY,1429.31,-1.05,0.62,4.18,한국무역보험공사_환율_20230718.csv
2012-08-17,2012,8,17,JPY,1428.52,-0.78,0.44,2.82,한국무역보험공사_환율_20230718.csv
2012-08-20,2012,8,20,JPY,1425.18,-0.56,-0.29,2.19,한국무역보험공사_환율_20230718.csv
2012-08-21,2012,8,21,JPY,1430.1,-0.57,-0.39,1.74,한국무역보험공사_환율_20230718.csv
2012-08-22,2012,8,22,JPY,1428.39,-0.3,-0.78,1.17,한국무역보험공사_환율_20230718.csv
2012-08-23,2012,8,23,JPY,1442.39,0.07,0.41,2.89,한국무역보험공사_환율_20230718.csv
2012-08-24,2012,8,24,JPY,1439.41,-0.32,-0.36,1.7,한국무역보험공사_환율_20230718.csv
2012-08-27,2012,8,27,JPY,1440.08,0.75,-0.99,2.41,한국무역보험공사_환율_20230718.csv
2012-08-28,2012,8,28,JPY,1442.12,0.95,-0.96,3.17,한국무역보험공사_환율_20230718.csv
2012-08-29,2012,8,29,JPY,1446.64,1.51,0.13,3.61,한국무역보험공사_환율_20230718.csv
2012-08-30,2012,8,30,JPY,1440.55,0.73,-0.48,3.16,한국무역보험공사_환율_20230718.csv
2012-08-31,2012,8,31,JPY,1443.97,1.09,-0.16,2.89,한국무역보험공사_환율_20230718.csv
2012-09-03,2012,9,3,JPY,1448.6,0.43,-0.36,3.27,한국무역보험공사_환율_20230718.csv
2012-09-04,2012,9,4,JPY,1445.28,0.41,-1.33,3.14,한국무역보험공사_환율_20230718.csv
2012-09-05,2012,9,5,JPY,1442.98,0.2,-1.77,2.81,한국무역보험공사_환율_20230718.csv
2012-09-06,2012,9,6,JPY,1447.24,0.36,-1.75,2.5,한국무역보험공사_환율_20230718.csv
2012-09-07,2012,9,7,JPY,1438.02,-0.6,-1.91,1.87,한국무역보험공사_환율_20230718.csv
2012-09-10,2012,9,10,JPY,1445.37,0.33,-0.42,2.76,한국무역보험공사_환율_20230718.csv
2012-09-11,2012,9,11,JPY,1442.3,-0.12,-0.78,2.42,한국무역보험공사_환율_20230718.csv
2012-09-12,2012,9,12,JPY,1452.2,0.25,0.11,2.43,한국무역보험공사_환율_20230718.csv
2012-09-13,2012,9,13,JPY,1446.35,0.07,0.58,1.48,한국무역보험공사_환율_20230718.csv
2012-09-14,2012,9,14,JPY,1453.63,0.74,0.63,2.23,한국무역보험공사_환율_20230718.csv
2012-09-17,2012,9,17,JPY,1430.18,-1.18,-1.0,-0.07,한국무역보험공사_환율_20230718.csv
2012-09-18,2012,9,18,JPY,1416.23,-1.52,-1.96,-1.0,한국무역보험공사_환율_20230718.csv
2012-09-19,2012,9,19,JPY,1418.13,-1.88,-1.51,-1.0,한국무역보험공사_환율_20230718.csv
2012-09-20,2012,9,20,JPY,1425.05,-1.2,-0.57,-0.92,한국무역보험공사_환율_20230718.csv
2012-09-21,2012,9,21,JPY,1428.46,-1.63,-0.68,-0.67,한국무역보험공사_환율_20230718.csv
2012-09-24,2012,9,24,JPY,1432.65,-0.95,0.0,-0.88,한국무역보험공사_환율_20230718.csv
2012-09-25,2012,9,25,JPY,1438.41,-1.05,-0.21,-1.83,한국무역보험공사_환율_20230718.csv
2012-09-26,2012,9,26,JPY,1437.97,0.54,-0.42,-3.01,한국무역보험공사_환율_20230718.csv
2012-09-27,2012,9,27,JPY,1442.34,1.84,0.91,-1.92,한국무역보험공사_환율_20230718.csv
2012-09-28,2012,9,28,JPY,1441.12,1.62,0.88,-0.96,한국무역보험공사_환율_20230718.csv
2012-10-02,2012,10,2,JPY,1426.06,0.07,0.06,-3.24,한국무역보험공사_환율_20230718.csv
2012-10-04,2012,10,4,JPY,1417.81,-0.75,-0.86,-4.18,한국무역보험공사_환율_20230718.csv
2012-10-05,2012,10,5,JPY,1417.67,-1.05,-0.75,-4.43,한국무역보험공사_환율_20230718.csv
2012-10-08,2012,10,8,JPY,1410.73,-1.92,-2.19,-4.82,한국무역보험공사_환율_20230718.csv
2012-10-09,2012,10,9,JPY,1419.1,-1.31,-1.41,-4.7,한국무역보험공사_환율_20230718.csv
2012-10-10,2012,10,10,JPY,1418.93,-1.62,-1.47,-5.88,한국무역보험공사_환율_20230718.csv
2012-10-11,2012,10,11,JPY,1426.4,-1.02,-1.09,-5.53,한국무역보험공사_환율_20230718.csv
2012-10-12,2012,10,12,JPY,1422.98,-0.22,-1.64,-5.61,한국무역보험공사_환율_20230718.csv
2012-10-15,2012,10,15,JPY,1416.32,-0.11,-1.68,-4.62,한국무역보험공사_환율_20230718.csv
2012-10-16,2012,10,16,JPY,1412.73,-0.35,-2.16,-3.87,한국무역보험공사_환율_20230718.csv
2012-10-17,2012,10,17,JPY,1403.7,-0.5,-3.1,-4.86,한국무역보험공사_환율_20230718.csv
2012-10-18,2012,10,18,JPY,1396.61,-1.58,-3.37,-5.12,한국무역보험공사_환율_20230718.csv
2012-10-19,2012,10,19,JPY,1392.66,-1.85,-3.49,-5.27,한국무역보험공사_환율_20230718.csv
2012-10-22,2012,10,22,JPY,1394.79,-2.22,-3.62,-5.12,한국무역보험공사_환율_20230718.csv
2012-10-23,2012,10,23,JPY,1382.67,-2.83,-3.85,-5.87,한국무역보험공사_환율_20230718.csv
2012-10-24,2012,10,24,JPY,1380.64,-2.52,-4.48,-6.2,한국무역보험공사_환율_20230718.csv
2012-10-25,2012,10,25,JPY,1382.22,-2.16,-4.17,-5.63,한국무역보험공사_환율_20230718.csv
2012-10-26,2012,10,26,JPY,1371.61,-2.29,-5.55,-6.39,한국무역보험공사_환율_20230718.csv
2012-10-29,2012,10,29,JPY,1376.04,-1.47,-4.86,-5.14,한국무역보험공사_환율_20230718.csv
2012-10-30,2012,10,30,JPY,1373.91,-1.35,-5.48,-4.18,한국무역보험공사_환율_20230718.csv
2012-10-31,2012,10,31,JPY,1374.5,-1.45,-3.89,-4.37,한국무역보험공사_환율_20230718.csv
2012-11-01,2012,11,1,JPY,1366.32,-1.18,-3.52,-6.24,한국무역보험공사_환율_20230718.csv
2012-11-02,2012,11,2,JPY,1360.65,-1.45,-4.05,-6.73,한국무역보험공사_환율_20230718.csv
2012-11-05,2012,11,5,JPY,1355.61,-1.93,-4.87,-6.62,한국무역보험공사_환율_20230718.csv
2012-11-06,2012,11,6,JPY,1360.29,-0.83,-4.77,-6.43,한국무역보험공사_환율_20230718.csv
2012-11-07,2012,11,7,JPY,1357.92,-1.32,-5.22,-5.82,한국무역보험공사_환율_20230718.csv
2012-11-08,2012,11,8,JPY,1359.47,-1.05,-5.49,-5.55,한국무역보험공사_환율_20230718.csv
2012-11-09,2012,11,9,JPY,1368.98,-0.4,-4.8,-4.28,한국무역보험공사_환율_20230718.csv
2012-11-12,2012,11,12,JPY,1371.51,0.38,-4.91,-3.45,한국무역보험공사_환율_20230718.csv
